City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,yemetsk,63.4721,41.7941,13.79,66,80,4.41,RU,1727323760
358,oranjemund,-28.55,16.4333,12.64,69,97,2.62,NA,1727323761
359,vorkuta,67.5,64.0,0.03,75,100,3.9,RU,1727323761
360,manavalakurichi,8.1333,77.3,32.14,66,94,7.48,IN,1727323761
361,gornopravdinsk,60.05,69.9,1.51,73,18,4.2,RU,1727323761
362,chifeng,42.2683,118.9636,18.92,41,1,2.12,CN,1727323761
363,el nido,11.1858,119.3956,29.51,72,32,0.83,PH,1727323761
364,janjgir,22.0091,82.5789,25.52,90,100,2.91,IN,1727323762
365,petushki,55.9264,39.461,10.87,30,100,3.06,RU,1727323762
366,roma,43.2128,-75.4557,15.37,94,100,3.09,US,1727323564
367,ciudad lazaro cardenas,17.9583,-102.2,24.75,84,100,7.45,MX,1727323762
368,al jawf,29.5,38.75,24.46,31,0,2.84,SA,1727323763
369,bor,56.3567,44.0669,8.96,33,4,3.71,RU,1727323763
370,apac,1.9756,32.5386,17.96,92,71,0.75,UG,1727323763
371,newnham,-41.3833,147.1333,12.53,40,81,3.09,AU,1727323763
372,gadzhiyevo,69.2551,33.3362,11.52,88,87,8.74,RU,1727323763
373,holualoa,19.6228,-155.9522,24.91,92,75,3.09,US,1727323763
374,flying fish cove,-10.4217,105.6791,27.82,74,75,3.6,CX,1727323764
375,la passe,45.5549,-0.8967,17.78,90,100,7.61,FR,1727323764
376,san patricio,28.017,-97.5169,26.97,62,78,5.15,US,1727323764
377,las palmas de gran canaria,28.0997,-15.4134,22.07,78,20,5.66,ES,1727323764
378,ploneour-lanvern,47.9,-4.2833,16.18,88,75,5.66,FR,1727323764
379,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.54,GF,1727323764
380,lubango,-14.9172,13.4925,17.52,49,67,1.04,AO,1727323765
381,yelizovo,53.1873,158.3805,17.08,42,20,3.0,RU,1727323765
382,przasnysz,53.0191,20.8803,11.36,82,100,3.72,PL,1727323754
383,attapeu,14.8,106.8333,32.94,57,39,1.12,LA,1727323765
384,tanout,14.9709,8.8879,29.92,38,96,2.88,NE,1727323765
385,torrita di siena,43.1702,11.7794,16.7,96,8,2.9,IT,1727323766
386,gamba,-2.65,10.0,23.88,91,100,1.93,GA,1727323766
387,kerikeri,-35.2268,173.9474,19.72,46,54,3.4,NZ,1727323766
388,ciudad tula,23.0,-99.7167,18.26,96,0,1.64,MX,1727323766
389,piacabucu,-10.4056,-36.4344,22.75,82,42,3.08,BR,1727323542
390,fada,7.25,4.0667,21.72,99,100,0.71,NG,1727323766
391,abra pampa,-22.7205,-65.697,11.31,56,0,6.66,AR,1727323767
392,sao felix do xingu,-6.6447,-51.995,23.71,72,57,1.04,BR,1727323767
393,auki,-8.7676,160.7034,29.26,69,64,0.58,SB,1727323767
394,yuzhno-kurilsk,44.0306,145.8556,16.84,81,100,4.45,RU,1727323767
395,moranbah,-22.0016,148.0466,31.24,30,100,1.26,AU,1727323767
396,porto torres,40.835,8.3972,22.1,89,10,5.93,IT,1727323768
397,orshanka,56.9161,47.8933,8.9,48,17,3.12,RU,1727323768
398,buckhannon,38.994,-80.232,20.15,87,100,0.89,US,1727323768
399,itoman,26.1247,127.6694,31.43,81,75,8.75,JP,1727323768
400,tidjikja,18.5564,-11.4271,29.96,52,100,1.01,MR,1727323768
401,karamay,45.6004,84.8661,12.36,76,100,3.19,CN,1727323768
402,bandon,51.7469,-8.7425,8.77,92,100,7.4,IE,1727323769
403,kourou,5.1552,-52.6478,26.08,81,36,3.28,GF,1727323769
404,rio grande,-32.035,-52.0986,17.84,99,100,2.45,BR,1727323577
405,kirovsk,48.6375,38.6428,11.36,49,1,2.77,UA,1727323769
406,isabela,6.7085,121.9711,32.03,65,100,1.38,PH,1727323769
407,tangalle,6.024,80.7911,31.18,62,94,5.35,LK,1727323769
408,simpang,-1.2667,104.0833,24.85,93,100,0.75,ID,1727323677
409,commercy,48.75,5.5,15.81,95,100,10.82,FR,1727323770
410,fortuna,40.5982,-124.1573,13.53,95,40,1.54,US,1727323770
411,zhengjiatun,43.5064,123.5064,20.5,45,5,2.92,CN,1727323770
412,tukrah,32.5341,20.5791,24.0,66,2,4.29,LY,1727323770
413,port moresby,-9.4431,147.1797,31.68,62,40,5.14,PG,1727323501
414,novoishimskiy,53.1981,66.7694,6.14,58,11,2.87,KZ,1727323771
415,kushiro,42.975,144.3747,17.35,85,100,3.34,JP,1727323725
416,kikwit,-5.041,18.8162,21.8,85,91,0.11,CD,1727323771
417,coruripe,-10.1256,-36.1756,22.29,84,54,3.12,BR,1727323771
418,danjiangkou,32.5428,111.5086,28.08,36,97,3.25,CN,1727323772
419,el granada,37.5027,-122.4694,15.77,87,100,6.17,US,1727323772
420,riyadh,24.6877,46.7219,27.88,25,6,4.11,SA,1727323504
421,chonchi,-42.6128,-73.8092,2.84,94,68,0.97,CL,1727323772
422,bambari,5.768,20.6757,21.85,96,100,0.97,CF,1727323633
423,ketchikan,55.3422,-131.6461,9.26,87,40,1.54,US,1727323773
424,san juan,-31.5375,-68.5364,11.16,36,0,3.96,AR,1727323395
425,lorengau,-2.0226,147.2712,29.53,69,81,2.2,PG,1727323773
426,belabo,4.9333,13.3,19.37,99,87,0.94,CM,1727323773
427,christchurch,-43.5333,172.6333,18.11,55,40,4.63,NZ,1727323149
428,togur,58.3631,82.8265,1.71,85,100,4.26,RU,1727323774
429,filadelfia,39.9523,-75.1638,19.59,92,100,2.06,US,1727323774
430,paita,-5.0892,-81.1144,16.87,87,2,3.83,PE,1727323774
431,guerrero negro,27.9769,-114.0611,18.84,87,3,7.79,MX,1727323774
432,punta del este,-34.9667,-54.95,13.26,95,100,5.66,UY,1727323668
433,port douglas,-16.4833,145.4667,25.8,69,20,3.26,AU,1727323774
434,loiza,18.4313,-65.8802,28.99,86,75,3.6,PR,1727323775
435,sosnovoborsk,56.1325,93.3589,7.42,51,78,5.83,RU,1727323775
436,greymouth,-42.4667,171.2,13.0,98,100,9.7,NZ,1727323775
437,prince rupert,54.3161,-130.3201,8.67,87,49,2.65,CA,1727323775
438,ilomantsi,62.6716,30.9328,13.51,78,100,5.74,FI,1727323775
439,inverloch,-38.6333,145.7167,10.93,55,31,5.84,AU,1727323776
440,ta`u,-14.2336,-169.5144,27.09,73,98,3.83,AS,1727323776
441,afaahiti,-17.75,-149.2833,25.12,82,35,5.43,PF,1727323776
442,san matias,-16.3667,-58.4,32.24,22,100,2.59,BO,1727323776
443,melfort,52.8667,-104.6177,24.14,38,2,6.14,CA,1727323712
444,labasa,-16.4167,179.3833,26.01,62,61,4.66,FJ,1727323777
445,ugoofaaru,5.6667,73.0,27.12,83,100,6.15,MV,1727323777
446,bitlis,38.5,42.25,12.4,52,0,1.71,TR,1727323777
447,ma'an,26.9775,110.7211,28.5,59,14,1.52,CN,1727323777
448,xinqing,48.2333,129.5,14.29,63,92,3.37,CN,1727323777
449,zeya,53.75,127.2667,17.28,47,18,1.09,RU,1727323777
450,la paz,-16.5,-68.15,10.32,68,20,1.34,BO,1727323309
451,eduardo castex,-35.915,-64.2945,6.88,58,0,2.94,AR,1727323778
452,kangiwa,12.5521,3.8187,25.91,78,8,2.93,NG,1727323778
453,hithadhoo,-0.6,73.0833,28.31,74,81,5.4,MV,1727323778
454,wenchang,30.904,118.4887,28.19,63,100,3.34,CN,1727323778
455,hudiksvall,61.729,17.1036,6.26,77,19,4.16,SE,1727323778
456,gilgit,35.9221,74.3087,24.31,39,0,2.46,PK,1727323779
457,necochea,-38.5473,-58.7368,8.12,78,100,2.31,AR,1727323660
458,anisoc,1.8658,10.7689,21.3,99,97,0.79,GQ,1727323779
459,cabedelo,-6.9811,-34.8339,23.37,80,21,5.7,BR,1727323502
460,trakai,54.6333,24.9333,13.98,89,45,3.52,LT,1727323779
461,san luis de la loma,17.2706,-100.8939,24.35,97,100,8.69,MX,1727323780
462,panjakent,39.4952,67.6093,24.63,23,84,2.86,TJ,1727323780
463,bekondo,4.6819,9.3214,21.07,97,57,1.27,CM,1727323780
464,daru,-9.0763,143.2092,27.25,82,91,6.56,PG,1727323780
465,cinarcik,40.6412,29.146,19.08,69,7,2.66,TR,1727323781
466,zaozersk,69.4005,32.4476,11.68,88,94,9.29,RU,1727323781
467,olinda,-8.0089,-34.8553,25.85,73,40,4.12,BR,1727323658
468,taro,-8.3862,115.28,27.41,67,100,1.45,ID,1727323781
469,taroa,8.7058,171.2275,28.68,71,19,1.9,MH,1727323782
470,idri,27.5,13.2667,27.62,42,42,5.38,LY,1727323782
471,soio,-6.1349,12.3689,23.86,86,99,2.99,AO,1727323782
472,alice springs,-23.7,133.8833,24.75,36,0,5.66,AU,1727323782
473,labytnangi,66.6572,66.4183,0.21,66,95,0.94,RU,1727323726
474,lhuentse,27.6679,91.1839,19.79,94,100,0.64,BT,1727323782
475,mezhdurechenskiy,59.6,65.9333,1.8,56,80,2.89,RU,1727323732
476,pokaran,26.9167,71.9167,35.98,29,5,0.92,IN,1727323783
477,murzuq,25.9155,13.9184,28.16,38,3,5.49,LY,1727323783
478,thinadhoo,0.5333,72.9333,28.54,74,94,6.21,MV,1727323783
479,huanren,41.2647,125.3667,20.78,57,51,1.73,CN,1727323783
480,port blair,11.6667,92.75,30.02,79,40,3.6,IN,1727323783
481,grimmen,54.1121,13.0405,13.55,94,100,5.11,DE,1727323784
482,mossel bay,-34.1831,22.146,13.57,80,82,4.05,ZA,1727323784
483,slave lake,55.2834,-114.769,10.09,87,76,4.53,CA,1727323784
484,gandiaye,14.2333,-16.2667,23.7,96,100,3.19,SN,1727323784
485,axim,4.8699,-2.2405,24.04,91,65,2.21,GH,1727323785
486,namtsy,62.7161,129.6658,14.94,48,19,5.78,RU,1727323785
487,hoa binh,20.8133,105.3383,29.86,67,60,1.48,VN,1727323785
488,cockburn town,21.4612,-71.1419,29.4,75,20,7.17,TC,1727323589
489,howard springs,-12.497,131.047,34.43,59,34,3.18,AU,1727323785
490,forster,-32.1667,152.5167,15.21,96,100,9.11,AU,1727323617
491,odienne,9.51,-7.5692,20.81,98,91,1.62,CI,1727323786
492,antofagasta,-23.65,-70.4,14.6,79,44,3.86,CL,1727323534
493,aldinga beach,-35.2793,138.4604,17.58,46,3,5.21,AU,1727323786
494,gufeng,26.9083,118.9819,21.36,96,100,0.56,CN,1727323786
495,ialibu,-6.2821,143.9935,19.21,87,93,0.88,PG,1727323786
496,santa cruz,-17.8,-63.1667,26.7,78,4,2.06,BO,1727323783
497,ordubad,38.9059,46.0234,16.74,84,10,4.3,AZ,1727323787
498,kerema,-7.9631,145.7785,28.04,79,42,4.11,PG,1727323787
499,chibougamau,49.9168,-74.3659,10.33,93,100,7.11,CA,1727323787
500,koungheul,13.9833,-14.8,23.31,96,100,3.72,SN,1727323788
501,juneau,58.3019,-134.4197,8.0,97,75,3.09,US,1727323692
502,maceio,-9.6658,-35.7353,22.69,88,75,1.54,BR,1727323788
503,cannonvale,-20.2833,148.7,26.66,65,87,4.0,AU,1727323788
504,nadym,65.5333,72.5167,0.03,82,100,8.74,RU,1727323788
505,sola,-13.8833,167.55,25.66,79,5,9.47,VU,1727323789
506,dasnapur,19.654,78.5121,27.42,83,100,0.56,IN,1727323511
507,paso de los toros,-32.8167,-56.5167,15.04,92,100,5.66,UY,1727323789
508,gua musang,4.8823,101.9644,28.85,68,99,0.67,MY,1727323789
509,spanish wells,26.323,-81.7957,25.01,55,100,0.45,US,1727323790
510,muroto-misakicho,33.2833,134.15,26.28,74,3,7.59,JP,1727323790
511,jieshi,22.8134,115.8257,29.09,74,46,2.02,CN,1727323658
512,kendari,-3.945,122.4989,32.87,48,98,3.67,ID,1727323790
513,gulf shores,30.246,-87.7008,25.56,84,40,3.09,US,1727323515
514,zhangye,38.9342,100.4517,27.85,16,30,4.76,CN,1727323791
515,evansville,37.9748,-87.5558,18.56,83,0,1.54,US,1727323634
516,tataouine,32.9297,10.4518,23.32,47,0,2.09,TN,1727323791
517,porto novo,6.4965,2.6036,23.89,89,70,1.43,BJ,1727323791
518,san lorenzo de el escorial,40.5914,-4.1474,15.42,71,99,3.09,ES,1727323791
519,mugumu,-1.85,34.7,19.32,61,100,2.45,TZ,1727323694
520,karratha,-20.7377,116.8463,27.77,51,0,5.84,AU,1727323792
521,brokopondo,4.75,-55.1667,26.32,76,2,4.88,SR,1727323792
522,amga,60.8953,131.9608,14.61,55,8,3.87,RU,1727323792
523,sunne,59.8376,13.143,6.02,95,17,1.94,SE,1727323792
524,carbonear,47.7332,-53.2148,10.19,92,100,4.38,CA,1727323793
525,copiapo,-27.3667,-70.3333,13.02,67,0,0.96,CL,1727323793
526,barcelos,41.5388,-8.6151,18.99,98,100,8.43,PT,1727323716
527,maragogi,-9.0122,-35.2225,22.63,83,65,3.64,BR,1727323793
528,kasongo-lunda,-6.4667,16.8167,22.25,84,97,0.43,CD,1727323793
529,saipan,15.1355,145.701,32.39,70,20,6.69,MP,1727323793
530,mochudi,-24.4167,26.15,20.33,17,59,0.47,BW,1727323794
531,meadow lake,34.8014,-106.5436,22.96,30,0,3.14,US,1727323794
532,adigrat,14.277,39.462,16.12,52,83,0.64,ET,1727323794
533,mount isa,-20.7333,139.5,31.87,37,40,3.6,AU,1727323794
534,labrador city,52.9463,-66.9114,8.99,80,75,5.36,CA,1727323794
535,telfs,47.3,11.0667,12.71,86,100,3.27,AT,1727323795
536,bamboo flat,11.7,92.7167,30.05,79,40,3.6,IN,1727323795
537,aykhal,66.0,111.5,2.39,72,83,6.31,RU,1727323795
538,tyukhtet,56.5389,89.3011,3.09,83,100,4.12,RU,1727323795
539,freetown,8.484,-13.2299,24.18,88,100,1.9,SL,1727323795
540,winnemucca,40.973,-117.7357,20.03,24,0,4.12,US,1727323796
541,tadine,-21.55,167.8833,23.96,60,7,5.35,NC,1727323796
542,colares,38.7992,-9.4469,20.55,86,26,7.47,PT,1727323796
543,fenoarivo be,-18.4333,46.5667,19.06,50,41,2.9,MG,1727323796
544,tuapse,44.1125,39.0742,18.06,85,0,2.16,RU,1727323796
545,arkalyk,50.2486,66.9114,7.15,47,1,5.3,KZ,1727323796
546,anna regina,7.2644,-58.5077,27.51,75,64,3.57,GY,1727323797
547,jaltocan,21.15,-98.5333,22.47,92,80,1.79,MX,1727323797
548,korla,41.7597,86.1469,25.63,27,47,3.0,CN,1727323797
549,uray,60.1247,64.7758,2.0,54,100,2.54,RU,1727323759
550,jaumave,23.4167,-99.3833,20.44,95,41,0.92,MX,1727323797
551,guigang,23.0964,109.6092,28.82,71,95,0.65,CN,1727323797
552,pamanukan,-6.2842,107.8106,33.45,47,92,2.92,ID,1727323798
553,rovaniemi,66.5,25.7167,10.67,93,75,7.2,FI,1727323798
554,lautoka,-17.6167,177.4667,27.92,57,40,5.14,FJ,1727323527
555,tazacorte,28.629,-17.9293,21.54,73,0,3.6,ES,1727323798
556,qamdo,31.1667,97.2333,13.75,42,31,0.91,CN,1727323798
557,ondjiva,-17.0667,15.7333,20.48,31,35,1.58,AO,1727323799
558,phalodi,27.1333,72.3667,35.46,37,8,3.63,IN,1727323799
559,ribeirao bonito,-22.0667,-48.1761,24.6,30,0,2.67,BR,1727323799
560,itaituba,-4.2761,-55.9836,25.75,67,66,0.52,BR,1727323598
561,tornio,65.8481,24.1466,13.01,86,88,11.49,FI,1727323799
562,mokwa,9.2833,5.05,22.99,95,54,1.47,NG,1727323800
563,aanekoski,62.6946,25.818,11.03,100,58,6.03,FI,1727323800
564,buon ma thuot,12.6667,108.05,30.48,54,31,1.56,VN,1727323800
565,ban tak,17.0432,99.0813,26.8,85,85,0.98,TH,1727323800
566,paraty,-23.2178,-44.7131,24.92,51,0,1.74,BR,1727323589
567,caleta de carquin,-11.0925,-77.6267,16.72,85,71,4.85,PE,1727323801
568,heerde,52.3872,6.0402,14.5,94,100,4.02,NL,1727323801
569,qui nhon,13.7667,109.2333,29.45,70,99,2.91,VN,1727323801
570,tibagi,-24.5094,-50.4136,21.18,39,18,1.79,BR,1727323801
571,praya,14.9215,-23.5087,25.3,88,75,2.57,CV,1727323801
572,yerofey pavlovich,53.9667,121.9667,16.57,41,22,3.01,RU,1727323802
573,sao paulo de olivenca,-3.3783,-68.8725,26.03,63,80,1.23,BR,1727323802
574,charlestown,-32.95,151.6667,14.29,96,100,5.36,AU,1727323518
575,longboat key,27.4125,-82.659,26.11,75,20,6.69,US,1727323800
576,semnan,35.5729,53.3971,21.66,46,0,2.75,IR,1727323802
577,viedma,-40.8135,-62.9967,5.22,39,0,4.06,AR,1727323803
578,nizhnesortymskiy,62.4397,71.7603,-0.21,78,77,8.57,RU,1727323803
579,kiffa,16.6166,-11.4045,28.6,64,100,4.16,MR,1727323803
580,zunyi,27.6867,106.9072,17.8,91,100,0.49,CN,1727323803
581,andovoranto,-18.95,49.1,22.22,76,74,0.36,MG,1727323803
582,gannan,47.9147,123.5031,21.69,36,22,4.65,CN,1727323652
583,greystones,53.1408,-6.0631,12.16,95,100,2.64,IE,1727323804
584,kampene,-3.6,26.6667,19.48,94,69,0.07,CD,1727323804
585,paracatu,-17.2222,-46.8747,22.95,37,0,1.19,BR,1727323804
586,baoshan,46.5586,131.4244,14.79,68,87,3.82,CN,1727323804
587,saurimo,-9.6608,20.3916,19.54,39,99,1.37,AO,1727323804
588,mizan teferi,6.9833,35.5833,16.27,96,100,0.96,ET,1727323804
589,montepuez,-13.1256,38.9997,19.85,84,38,1.5,MZ,1727323805
590,qalat,32.1058,66.9083,25.85,10,0,0.5,AF,1727323805
591,luderitz,-26.6481,15.1594,14.31,53,96,5.18,NA,1727323805
592,esquel,-42.9,-71.3167,-0.15,84,100,2.72,AR,1727323805
593,la'ie,21.6477,-157.9253,27.66,75,50,1.34,US,1727323805
594,rio claro,-22.4114,-47.5614,22.87,33,0,2.03,BR,1727323806
595,quellon,-43.1167,-73.6167,3.37,87,35,1.79,CL,1727323806
